"","StartDate","EndDate","Status","IPAddress","Progress","Durationinseconds","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","welcome","accept","rmq_1","rmq_2","rmq_3","rmq_4","rmq_5","rmq_6","rmq_7","rmq_8","rmq_9","rmq_10","rmq_11","rmq_12","rmq_13","rmq_14","rmq_15","rmq_16","rmq_17","rmq_18","rmq_19","rmq_20","rmq_21","rmq_22","rmq_23","rmq_24","rmq_25","rmq_26","rmq_27","rmq_28","rmq_29","rmq_30","rmq_timer_FirstClick","rmq_timer_LastClick","rmq_timer_PageSubmit","rmq_timer_ClickCount","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","rfq__timer_FirstClick","rfq__timer_LastClick","rfq__timer_PageSubmit","rfq__timer_ClickCount","digivest_accept","digivest_app_timer_FirstClick","digivest_app_timer_LastClick","digivest_app_timer_PageSubmit","digivest_app_timer_ClickCount","digivest_test_timer_FirstClick","digivest_test_timer_LastClick","digivest_test_timer_PageSubmit","digivest_test_timer_ClickCount","digivest_use_1","digivest_use_timer_FirstClick","digivest_use_timer_LastClick","digivest_use_timer_PageSubmit","digivest_use_timer_ClickCount","bit_ctr_1","bit_timer_FirstClick","bit_timer_LastClick","bit_timer_PageSubmit","bit_timer_ClickCount","bit_cfl_11","bit_timer_FirstClick1","bit_timer_LastClick1","bit_timer_PageSubmit1","bit_timer_ClickCount1","easy","clear","perfaffected","previnvested","missedout","regret","investearlier","happier","relieved","bit_perf_text","gender","gender_3_TEXT","age","language","language_3_TEXT","ethnicity","ethnicity_7_TEXT","location","location_2_TEXT","student","education","income","heard_test","told_test","condition","MTurkCode","allo","allo_timer","allo_clicks","prev","prom","ass","loc","rfq_2r","rfq_4r","rfq_6r","rfq_8r","rfq_1r","rfq_9r","rfq_11r","rmq_2r","rmq_10r","rmq_27r","rmq_13r","rmq_24r","prev.var","prom.var","ass.var","loc.var","prevdom","prevdomc","premc","promc","amc","lmc","perfaffected.s","missedout.s","regret.s","investearlier.s","happier.s","relieved.s","hiloprev","hiloprom","hiloass","hiloloc","condD","premc.s","promc.s","allo.s","prevdomc.s","condE"
"42","2018-09-10 06:45:09","2018-09-10 06:50:02","0","190.124.31.17",100,292,"1","2018-09-10 06:50:02","R_2yr9pFNRCELWbkz","","","","","8","-66","anonymous","EN","","1",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"0.041","31.4","32.537","36",1,1,3,5,3,5,5,4,4,5,5,"2.618","15.48","16.854","11","1","0","0","2.691","0","0","0","2.266","0","30","2.089","17.652","19.409","4","","","","","","31","4.698","4.698","5.605","1",1,3,1,"1",NA,NA,NA,NA,NA,"no","male","",26,"english","","white","","12","","1","graddegree","$250K-$500K","1","1","CF Loss","194692207",31,5.605,1,2.4,3.5,4.75,5.16666666666667,5,1,1,2,5,2,1,1,1,1,1,1,2.8,3.1,5.11363636363636,3.78787878787879,-1.1,-1.01969429747208,-0.91005291005291,0.109641387419165,0.891215823152996,0.826036193812026,-2.57579975039858,NA,NA,NA,NA,NA,"loprev","hiprom","hiass","hiloc",1,-1.10878058802948,0.174094361807466,-0.576626240648471,-1.14525097512946,1
"44","2018-09-10 06:45:17","2018-09-10 06:50:09","0","74.140.164.46",100,291,"1","2018-09-10 06:50:09","R_1l6Kk1Wc6ZWee3k","","","","","39.845306396484","-84.112197875977","anonymous","EN","","1",4,6,5,5,5,3,3,5,3,5,4,3,5,5,4,5,5,5,3,5,4,3,3,3,5,3,5,5,5,3,"2.935","98.159","98.982","40",2,1,4,1,4,2,4,1,2,4,2,"4.967","65.404","66.538","20","1","1.489","1.489","2.438","1","0","0","4.447","0","30","3.486","9.468","12.537","2","","","","","","0","2.999","4.536","5.936","2",5,4,3,"1",NA,NA,NA,NA,NA,"","female","",39,"english","","white","","87","","0","doctorate","$70K-$100K","0","","CF Loss","30431169",0,5.936,2,4.6,4,3,4.5,5,5,4,5,4,4,4,1,2,2,2,4,0.3,0,1.09090909090909,0.818181818181818,0.6,0.680305702527924,1.28994708994709,0.609641387419165,-0.858784176847004,0.159369527145359,-0.457919955626414,NA,NA,NA,NA,NA,"hiprev","hiprom","loass","hiloc",1,1.57163201954411,0.968020660559476,-1.46349698565819,0.764072890412116,1
"46","2018-09-10 06:45:03","2018-09-10 06:50:13","0","207.251.90.12",100,310,"1","2018-09-10 06:50:13","R_3KO5bHhNsgK6ZJ3","","","","","40.739105224609","-73.982597351074","anonymous","EN","","1",5,4,4,6,5,4,4,5,5,3,5,1,2,2,4,5,4,2,4,4,5,4,2,2,2,2,3,5,5,4,"6.198","74.14","74.816","33",2,3,3,3,4,2,4,3,2,4,2,"5.06","35.724","36.74","13","1","0","0","11.05","0","0","0","8.197","0","30","9.004","10.461","11.489","3","0","9.833","9.833","10.966","1","","","","","",5,5,3,"0",1,1,1,1,1,"Thank you for the opportunity. Due to bitcoins volatility, I decided it would be best to save all of my money. ","male","",26,"english","","white","","83","","0","graddegree","$500K+","0","","Control","547633795",0,10.966,1,3.4,3.83333333333333,4.08333333333333,4.75,3,3,4,3,4,4,4,3,4,4,5,5,0.3,0.166666666666667,0.265151515151515,0.931818181818182,-0.433333333333334,-0.353027630805409,0.0899470899470898,0.442974720752499,0.224549156486329,0.409369527145359,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","hiass","hiloc",0,0.109588779049425,0.703378560975473,-1.46349698565819,-0.396496518054335,-1
"47","2018-09-10 06:45:11","2018-09-10 06:50:15","0","208.99.245.150",100,304,"1","2018-09-10 06:50:15","R_eWFkdHFN0Y2YsvL","","","","","42.917892456055","-78.866500854492","anonymous","EN","","1",5,3,2,5,5,5,4,5,2,4,5,4,3,4,4,5,3,2,5,4,3,4,2,1,4,2,2,3,5,4,"5.531","50.329","50.896","31",1,3,4,4,3,3,3,3,3,5,4,"8.779","39.674","40.552","12","1","0","0","20.325","0","0","0","24.348","0","30","24.257","24.257","25.776","1","100","11.038","11.038","12.049","1","","","","","",5,5,3,"0",1,1,4,2,1,"","male","",34,"english","","white","","83","","0","doctorate","$250K-$500K","0","","Control","1602692",100,12.049,1,2.8,3.66666666666667,4.08333333333333,4.33333333333333,3,2,3,3,5,3,2,4,3,5,4,6,0.2,1.46666666666667,0.810606060606061,1.33333333333333,-0.866666666666667,-0.786360964138742,-0.51005291005291,0.276308054085832,0.224549156486329,-0.00729713952130773,-0.457919955626414,-1.32729901497236,-1.1132306566906,0.402534637579827,-0.659755144327207,-1.28449364167728,"loprev","hiprom","hiass","loloc",0,-0.621432841197919,0.438736461391469,1.39737638534091,-0.883186915153169,-1
"48","2018-09-10 06:45:17","2018-09-10 06:50:19","0","104.236.70.228",100,302,"1","2018-09-10 06:50:20","R_3IWxJlST7sAu0qt","","","","","40.650100708008","-73.949600219727","anonymous","EN","","1",6,5,6,5,6,5,6,5,6,5,6,5,6,5,NA,6,6,5,6,5,6,5,6,5,6,5,6,5,6,5,"12.023","61.683","61.619","43",2,2,2,2,2,2,2,4,4,3,3,"4.636","53.832","55.186","21","1","0","0","2.167","0","0","0","2.145","0","30","5.374","27.304","28.053","4","","","","","","55","1.418","1.418","2.517","1",2,2,2,"1",NA,NA,NA,NA,NA,"not comment","male","",NA,"english","","black","","12","","1","graddegree","$100K-$250K","1","1","CF Loss","937754675",55,2.517,1,3.2,2.66666666666667,NA,5,4,4,4,2,4,2,3,2,2,1,1,2,1.2,0.666666666666667,NA,2.90909090909091,0.533333333333334,0.613639035861258,-0.11005291005291,-0.723691945914168,NA,0.659369527145359,-1.5168598530125,NA,NA,NA,NA,NA,"loprev","loprom",NA,"hiloc",1,-0.134085094366356,-1.14911613611255,0.109983368391314,0.689197444704604,1
"50","2018-09-10 06:45:28","2018-09-10 06:50:25","0","168.194.108.130",100,296,"1","2018-09-10 06:50:26","R_2cdyFqKcKfk5aFT","","","","","10.631698608398","-71.640602111816","anonymous","EN","","1",4,3,4,1,5,3,5,5,3,4,2,5,2,5,4,4,6,2,5,3,5,3,5,3,3,4,3,5,2,6,"0","0","36.215","0",2,2,2,1,3,4,2,2,3,3,2,"9.881","35.615","37.869","11","1","0","0","4.303","0","0","0","1.661","0","30","3.532","24.283","24.932","7","","","","","","49","2.832","6.747","7.49","3",2,2,2,"0",3,2,4,3,3,"all good","female","",30,"english","","white","","12","","0",NA,NA,"0","","CF Loss","141751871",49,7.49,3,3.6,3,3.75,3.91666666666667,4,5,2,4,4,3,4,4,3,4,5,4,1.3,0.8,1.29545454545455,1.71969696969697,0.6,0.680305702527925,0.28994708994709,-0.390358612580835,-0.108784176847004,-0.423963806187974,-1.5168598530125,0.216269168573771,-0.357898454113614,0.402534637579827,0.0791706173192649,0.188717075317515,"hiprev","loprom","loass","loloc",1,0.353262652465207,-0.619831936944544,-0.0616690338686321,0.764072890412117,1
"52","2018-09-10 06:46:27","2018-09-10 06:50:26","0","71.75.228.170",100,238,"1","2018-09-10 06:50:26","R_0HP5kv8a0leECjL","","","","","35.069107055664","-80.530197143555","anonymous","EN","","1",2,5,1,5,6,1,1,4,5,6,5,1,2,5,2,6,5,1,5,6,5,4,1,6,5,1,6,4,2,1,"4.344","74.263","75.52","34",1,3,3,3,4,4,2,3,5,3,2,"3.365","30.856","32.649","14","1","0","0","2.21","0","0","0","1.666","0","30","2.463","11.796","12.556","2","90","8.718","8.718","9.436","1","","","","","",5,5,4,"0",3,2,5,3,2,"","female","",27,"english","","black","","84","","0","somecollege","$70K-$100K","0","","Control","131389448",90,9.436,1,3,3,2.83333333333333,3.83333333333333,3,3,2,3,5,1,4,2,1,1,5,1,0.5,2,3.96969696969697,3.42424242424242,0,0.0803057025279248,-0.31005291005291,-0.390358612580835,-1.02545084351367,-0.507297139521307,0.601019941759668,0.216269168573771,-0.357898454113614,1.19029059499411,0.0791706173192649,-0.547888283179883,"loprev","loprom","loass","loloc",0,-0.377758967782138,-0.619831936944544,1.111289048241,0.0901938790444998,-1
"53","2018-09-10 06:45:06","2018-09-10 06:50:26","0","144.168.131.247",100,319,"1","2018-09-10 06:50:27","R_2EAmaGZQpl7GTn0","","","","","43.224502563477","-79.698799133301","anonymous","EN","","1",5,6,6,6,6,6,6,5,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,3,6,6,6,6,6,6,"6.804","45.919","47.053","32",4,4,4,5,4,4,5,3,3,5,5,"5.389","40.563","41.634","15","1","1.256","4.767","5.196","6","0","0","1.513","0","30","1.298","26.406","27.683","10","","","","","","36","11.939","14.887","16.356","3",5,5,2,"1",NA,NA,NA,NA,NA,"This study was very interesting to do in this task.I am so enjoyed this work.Thanks for given this study.","male","",60,"english","","white","","96","","0","graddegree","$100K-$250K","0","","CF Loss","56490919",36,16.356,3,2.4,3.33333333333333,4.75,5.08333333333333,2,1,2,3,2,3,1,1,1,1,1,4,1.3,2.66666666666667,5.11363636363636,2.26515151515152,-0.933333333333334,-0.853027630805409,-0.91005291005291,-0.0570252792475014,0.891215823152996,0.742702860478692,-1.5168598530125,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",1,-1.10878058802948,-0.0905477377765371,-0.433582572098516,-0.958062360860682,1
"54","2018-09-10 06:45:59","2018-09-10 06:50:28","0","199.244.51.232",100,269,"1","2018-09-10 06:50:28","R_2SJiMyw671cNT33","","","","","37.396102905273","-121.96170043945","anonymous","EN","","1",4,5,4,5,4,5,4,5,5,4,5,4,3,5,4,4,5,4,4,5,4,5,4,5,5,4,5,4,5,4,"3.716","39.379","42.015","31",3,2,4,3,3,4,4,3,3,4,4,"13.479","57.857","59.359","16","1","0","0","3.095","0","0","0","2.372","0","30","11.976","41.923","43.152","3","55","4.687","4.687","6.126","1","","","","","",4,4,4,"1",NA,NA,NA,NA,NA,"GOOD","female","",22,"english","","white","","96","","0","associates","$40K-$70K","1","1","Control","471747036",55,6.126,1,3,3.33333333333333,4,4.16666666666667,4,3,2,3,3,3,2,2,3,2,4,2,0.5,0.666666666666667,1.27272727272727,0.696969696969697,-0.333333333333333,-0.253027630805409,-0.31005291005291,-0.0570252792475014,0.141215823152996,-0.173963806187974,0.601019941759668,NA,NA,NA,NA,NA,"loprev","loprom","hiass","loloc",0,-0.377758967782138,-0.0905477377765371,0.109983368391314,-0.284183349493065,-1
"56","2018-09-10 06:46:09","2018-09-10 06:50:33","0","71.251.195.131",100,263,"1","2018-09-10 06:50:33","R_BS2mcYp3CZeFEQN","","","","","40.981597900391","-74.113800048828","anonymous","EN","","1",5,1,4,6,5,5,6,5,6,3,5,1,2,1,5,5,3,3,6,6,5,4,1,3,5,2,2,5,5,5,"3.287","97.059","101.94","34",3,4,4,3,2,3,2,4,3,2,4,"5.551","32.652","33.857","11","1","0","0","9.037","0","0","0","9.342","0","30","5.594","10.415","12.092","2","","","","","","100","9.122","9.122","10.252","1",5,5,3,"1",NA,NA,NA,NA,NA,"","male","",39,"english","","white","","81","","0","associates","$70K-$100K","0","","CF Loss","592703211",100,10.252,1,2.4,2.66666666666667,5.25,4.91666666666667,2,3,3,2,3,3,2,6,4,5,5,4,0.3,0.666666666666667,0.568181818181818,0.265151515151515,-0.266666666666667,-0.186360964138742,-0.91005291005291,-0.723691945914168,1.391215823153,0.576036193812026,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",1,-1.10878058802948,-1.14911613611255,1.39737638534091,-0.209307903785552,1
"57","2018-09-10 06:46:08","2018-09-10 06:50:33","0","173.239.232.104",100,265,"1","2018-09-10 06:50:33","R_3O7zcBqNpkl7EkZ","","","","","33.019805908203","-96.69889831543","anonymous","EN","","1",6,2,5,6,5,6,5,5,4,2,5,1,2,3,5,5,3,4,2,5,6,2,2,1,5,2,1,6,5,5,"3.038","63.614","64.374","34",4,2,4,2,5,2,5,2,2,4,2,"3.345","27.828","29.002","11","1","12.013","12.371","13.829","2","0","0","7.935","0","30","7.823","10.759","12.032","2","0","7.836","7.836","10.104","1","","","","","",5,5,1,"1",NA,NA,NA,NA,NA,"None","male","",34,"english","","asian","","81","","0","doctorate","$100K-$250K","0","","Control","52740850",0,10.104,1,4.2,3.83333333333333,4.58333333333333,5.41666666666667,4,4,4,4,2,4,4,5,5,6,5,6,0.2,0.966666666666667,1.71969696969697,0.265151515151515,0.366666666666667,0.446972369194591,0.88994708994709,0.442974720752499,0.724549156486329,1.07603619381203,-2.57579975039858,NA,NA,NA,NA,NA,"hiprev","hiprom","hiass","hiloc",0,1.08428427271255,0.703378560975473,-1.46349698565819,0.502008830435821,-1
"58","2018-09-10 06:46:17","2018-09-10 06:50:35","0","75.188.141.50",100,258,"1","2018-09-10 06:50:36","R_26my1hn1r7IZtRE","","","","","39.939895629883","-83.306098937988","anonymous","EN","","1",6,2,3,6,6,5,4,6,4,3,4,1,4,4,4,6,4,3,3,5,4,3,2,3,6,1,3,5,6,4,"4.374","65.356","65.929","31",3,2,4,2,5,2,4,2,3,4,1,"4.499","26.269","26.914","12","1","24.941","24.941","25.298","1","0","0","10.377","0","30","7.286","15.146","15.883","2","10","6.512","9.094","9.737","3","","","","","",5,5,4,"1",NA,NA,NA,NA,NA,"","female","",42,"english","","white","","87","","0","graddegree","$40K-$70K","0","","Control","951586643",10,9.737,3,4.2,3.83333333333333,4.08333333333333,5.08333333333333,4,4,4,4,3,3,5,5,4,4,3,4,0.2,0.566666666666667,0.446969696969697,1.53787878787879,0.366666666666667,0.446972369194591,0.88994708994709,0.442974720752499,0.224549156486329,0.742702860478692,0.601019941759668,NA,NA,NA,NA,NA,"hiprev","hiprom","hiass","hiloc",0,1.08428427271255,0.703378560975473,-1.17740964855828,0.502008830435821,-1
"60","2018-09-10 06:45:46","2018-09-10 06:50:39","0","155.188.123.24",100,292,"1","2018-09-10 06:50:39","R_2Pj4386Wd4e0SQ6","","","","","40.10090637207","-83.014099121094","anonymous","EN","","1",4,2,1,4,4,3,3,3,5,3,5,1,3,3,5,4,3,2,5,4,3,4,3,5,5,2,2,4,3,4,"2.212","65.754","66.135","42",3,2,3,2,4,2,3,2,3,3,2,"1.811","33.482","34.82","18","1","4.118","19.856","20.339","17","2.387","7.71","10.552","8","30","3.717","10.501","11.288","3","","","","","","0","10.088","10.088","10.904","1",4,5,3,"0",2,1,2,1,1,"","female","",28,"english","","white","","90","","1","graddegree","$70K-$100K","0","","CF Loss","461602004",0,10.904,1,4,3.16666666666667,4.33333333333333,3.41666666666667,4,4,4,4,3,3,4,5,4,5,4,2,0,0.166666666666667,0.606060606060606,1.17424242424242,0.833333333333333,0.913639035861258,0.68994708994709,-0.223691945914168,0.474549156486329,-0.923963806187974,-0.457919955626414,-0.555514923199293,-1.1132306566906,-1.17297727724874,-1.39868090597368,-1.28449364167728,"hiprev","loprom","hiass","loloc",1,0.84061039929677,-0.355189837360541,-1.46349698565819,1.02613695038841,1
"61","2018-09-10 06:47:59","2018-09-10 06:50:44","0","66.177.138.43",100,164,"1","2018-09-10 06:50:44","R_3R7T6qrwD7LRPwM","","","","","30.490097045898","-81.671699523926","anonymous","EN","","1",5,2,5,5,4,2,5,4,4,2,5,3,4,4,2,4,5,2,5,4,4,2,5,4,4,2,6,4,4,2,"0.517","18.567","19.17","30",3,3,2,2,3,3,3,2,2,4,2,"1.002","11.858","13.287","11","1","0","0","3.762","0","0","0","6.546","0","30","9.318","9.318","10.471","1","50","10.449","10.449","16.11","1","","","","","",4,4,4,"0",4,2,3,3,3,"","male","",35,"english","","white","","12","","0","graddegree","$100K-$250K","0","","Control","168379207",50,16.11,1,3.4,3.33333333333333,3.5,4.08333333333333,3,4,3,4,3,4,4,5,5,1,3,3,0.3,0.666666666666667,2.45454545454545,0.446969696969697,0.0666666666666664,0.146972369194591,0.0899470899470898,-0.0570252792475014,-0.358784176847004,-0.257297139521308,0.601019941759668,0.988053260346834,-0.357898454113614,-0.385221319834458,0.0791706173192649,0.188717075317515,"hiprev","loprom","loass","loloc",0,0.109588779049425,-0.0905477377765371,-0.033060300158641,0.165069324752012,-1
"62","2018-09-10 06:45:11","2018-09-10 06:50:44","0","73.39.50.14",100,333,"1","2018-09-10 06:50:44","R_3GuGQD26ZG3DtJL","","","","","38.905700683594","-76.978302001953","anonymous","EN","","1",3,2,3,5,2,4,5,3,5,1,6,1,4,4,5,2,3,2,6,6,4,4,3,4,5,2,2,5,3,6,"5.483","118.086","119.566","45",5,3,2,4,3,4,2,3,5,2,5,"4.863","42.17","46.174","17","1","0","0","3.843","0","0","0","5.407","0","30","8.618","14.466","18.342","2","5","20.243","20.243","21.535","1","","","","","",5,4,3,"0",2,1,3,2,2,"","male","",30,"english","","white","","59","","0",NA,"$40K-$70K","0","","Control","586760286",5,21.535,1,2.6,1.5,5.25,3.41666666666667,3,2,2,3,1,1,1,5,6,5,3,3,0.3,0.3,0.568181818181818,1.17424242424242,1.1,1.18030570252792,-0.71005291005291,-1.89035861258083,1.391215823153,-0.923963806187974,-0.457919955626414,-0.555514923199293,-1.1132306566906,-0.385221319834458,-0.659755144327207,-0.547888283179883,"loprev","loprom","hiass","loloc",0,-0.865106714613701,-3.00161083320057,-1.32045331710824,1.32563873321846,-1
"63","2018-09-10 06:45:27","2018-09-10 06:50:49","0","192.210.239.107",100,321,"1","2018-09-10 06:50:49","R_210qB06W1WKvPSc","","","","","42.88639831543","-78.87809753418","anonymous","EN","","1",5,3,4,6,2,4,3,5,5,3,4,2,5,4,2,3,5,2,4,3,5,4,5,3,5,3,5,4,2,4,"1.089","46.756","48.59","33",3,4,4,3,4,3,4,4,4,4,4,"2.226","28.128","29.596","14","1","0","0","7.125","0","0","0","5.365","0","30","2.901","33.019","34.098","10","","","","","","40","5.275","17.22","18.385","3",4,2,3,"1",NA,NA,NA,NA,NA,"nice","female","",30,"english","","white","","65","","0","graddegree","$100K-$250K","0","","CF Loss","714082784",40,18.385,3,2.8,3.16666666666667,3.58333333333333,3.91666666666667,2,3,3,2,3,2,2,4,4,2,2,4,0.7,0.966666666666667,0.810606060606061,1.90151515151515,-0.366666666666667,-0.286360964138742,-0.51005291005291,-0.223691945914168,-0.275450843513671,-0.423963806187974,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","loprom","loass","loloc",1,-0.621432841197919,-0.355189837360541,-0.319147637258551,-0.321621072346822,1
"65","2018-09-10 06:46:01","2018-09-10 06:50:50","0","216.110.214.42",100,289,"1","2018-09-10 06:50:51","R_3kiX9iflqX0D8o8","","","","","44.784103393555","-123.33769989014","anonymous","EN","","1",5,2,3,5,4,1,2,4,2,5,3,1,4,3,3,4,3,2,3,4,3,2,3,3,4,1,3,5,3,2,"3.544","59.85","60.576","37",2,2,4,2,4,2,3,2,3,3,2,"5.198","23.132","24.186","12","1","6.084","18.767","66.407","2","0","0","16.662","0","30","5.743","6.997","8.201","2","100","8.895","8.895","11.336","1","","","","","",5,4,3,"0",4,3,5,3,2,"n/a","male","",31,"english","","white","","89","","0","graddegree","$70K-$100K","0","","Control","577629541",100,11.336,1,4,3.5,2.75,3.91666666666667,4,4,4,4,4,3,4,5,2,4,3,4,0,0.3,1.29545454545455,0.628787878787879,0.5,0.580305702527925,0.68994708994709,0.109641387419165,-1.108784176847,-0.423963806187974,-0.457919955626414,0.988053260346834,0.397433748463374,1.19029059499411,0.0791706173192649,-0.547888283179883,"hiprev","hiprom","loass","loloc",0,0.84061039929677,0.174094361807466,1.39737638534091,0.651759721850847,-1
"66","2018-09-10 06:45:21","2018-09-10 06:50:51","0","74.137.135.146",100,329,"1","2018-09-10 06:50:51","R_40YOSX7xM9nGdjj","","","","","38.32829284668","-85.695701599121","anonymous","EN","","1",5,4,4,6,6,4,3,6,1,4,3,1,1,6,1,5,2,3,2,1,5,1,5,4,5,1,4,6,6,1,"3.269","3.269","82.222","1",3,1,4,1,5,1,4,1,2,4,1,"0","0","27.642","0","1","5.112","8.509","41.795","3","0","0","17.374","0","30","11.335","11.335","12.664","1","","","","","","0","14.581","14.581","16.007","1",5,5,1,"1",NA,NA,NA,NA,NA,"","male","",32,"english","","white","","66","","0","graddegree","$40K-$70K","0","","CF Loss","490099329",0,16.007,1,5,4,2.16666666666667,5.25,5,5,5,5,3,4,5,3,3,3,6,3,0,0.4,1.24242424242424,0.931818181818182,1,1.08030570252792,1.68994708994709,0.609641387419165,-1.69211751018034,0.909369527145359,-2.57579975039858,NA,NA,NA,NA,NA,"hiprev","hiprom","loass","hiloc",1,2.05897976637568,0.968020660559476,-1.46349698565819,1.21332556465719,1
"69","2018-09-10 06:46:11","2018-09-10 06:50:49","0","99.56.221.155",100,277,"1","2018-09-10 06:50:57","R_yDvamln14tA7chH","","","","","26.272003173828","-80.258003234863","anonymous","EN","","1",4,3,3,5,3,1,2,4,5,3,3,1,4,2,5,4,1,2,5,3,4,3,3,4,3,1,4,3,4,4,"4.512","61.437","62.031","50",2,3,4,1,4,1,3,2,3,1,4,"1.168","34.35","34.736","30","1","2.97","17.98","18.257","7","3.002","9.724","16.04","17","30","1.124","9.952","10.545","11","0","3.546","5.961","6.942","3","","","","","",5,5,3,"0",5,1,5,5,2,"","male","",24,"english","","white","","12","","0","graddegree","$20K-$40K","0","","Control","62685326",0,6.942,3,4.2,2.83333333333333,3.5,3.58333333333333,3,5,5,4,4,3,2,4,4,3,3,3,0.7,1.36666666666667,1.54545454545455,0.446969696969697,1.36666666666667,1.44697236919459,0.88994708994709,-0.557025279247501,-0.358784176847004,-0.757297139521307,-0.457919955626414,1.7598373521199,-1.1132306566906,1.19029059499411,1.55702214061221,-0.547888283179883,"hiprev","loprom","loass","loloc",0,1.08428427271255,-0.884474036528547,-1.46349698565819,1.62514051604852,-1
"71","2018-09-10 06:45:46","2018-09-10 06:50:59","0","72.193.94.144",100,313,"1","2018-09-10 06:51:00","R_333xD0K9fPWUc7F","","","","","36.104095458984","-115.02420043945","anonymous","EN","","1",6,1,6,6,6,6,6,6,6,1,6,3,3,6,3,6,6,6,4,4,3,3,3,1,6,1,2,6,6,6,"2.957","69.613","70.319","30",1,1,5,1,5,1,5,1,1,5,1,"7.191","42.415","43.45","12","1","0","0","18.59","0","0","0","11.145","0","30","9.889","9.889","11.324","1","","","","","","50","17.016","18.685","19.522","2",5,5,3,"0",1,1,1,1,1,"","male","",33,"english","","white","","79","","0","associates","$40K-$70K","0","","CF Loss","881898449",50,19.522,2,5,5,5.08333333333333,5.58333333333333,5,5,5,5,5,5,5,6,6,5,4,6,0,0,1.53787878787879,0.992424242424242,0,0.0803057025279248,1.68994708994709,1.60964138741917,1.22454915648633,1.24270286047869,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","hiass","hiloc",1,2.05897976637568,2.5558732580635,-0.033060300158641,0.0901938790444998,1
"72","2018-09-10 06:45:17","2018-09-10 06:51:02","0","192.127.94.7",100,344,"1","2018-09-10 06:51:02","R_2qxAI1c2FDN2PdD","","","","","34.040802001953","-84.166496276855","anonymous","EN","","1",4,3,4,4,4,4,4,4,4,4,3,4,4,4,1,4,3,5,5,5,5,5,1,1,3,1,4,3,1,4,"2.939","98.252","99.683","32",3,3,4,3,4,3,4,3,3,3,1,"3.944","40.376","41.679","11","1","0","0","3.679","0","0","0","10.139","0","30","14.859","14.859","16.383","1","50","19.361","19.361","22.006","1","","","","","",5,5,5,"0",5,4,5,4,3,"","male","",43,"english","","white","","96","","0","graddegree","$70K-$100K","0","","Control","388731699",50,22.006,1,3.2,3.66666666666667,3.75,3.75,3,3,3,3,3,3,5,4,3,3,3,6,0.2,0.666666666666667,1.29545454545455,1.47727272727273,-0.466666666666666,-0.386360964138742,-0.11005291005291,0.276308054085832,-0.108784176847004,-0.590630472854641,1.65995983914575,1.7598373521199,1.15276595104036,1.19029059499411,0.818096378965737,0.188717075317515,"loprev","hiprom","loass","loloc",0,-0.134085094366356,0.438736461391469,-0.033060300158641,-0.433934240908091,-1
"73","2018-09-10 06:46:41","2018-09-10 06:51:03","0","69.12.94.73",100,262,"1","2018-09-10 06:51:03","R_22R1Y4jOs22mz4E","","","","","32.814804077148","-96.870498657227","anonymous","EN","","1",4,5,5,5,6,5,4,5,4,5,6,5,5,5,6,5,6,5,6,5,6,5,4,5,6,5,4,6,6,5,"5.333","22.356","23.553","32",4,4,2,3,5,3,2,3,3,3,3,"36.27","51.686","53.255","13","1","0","0","9.952","0","0","0","2.672","0","30","1.471","12.956","14.079","6","","","","","","50","5.792","13.633","14.47","3",4,3,4,"1",NA,NA,NA,NA,NA,"IS GOOD","male","",NA,"english","","white","","","","1","graddegree","$70K-$100K","0","","CF Loss","661227046",50,14.47,3,3.2,2.5,4.41666666666667,4.83333333333333,2,3,3,3,2,3,3,2,2,3,2,2,1.2,0.3,2.08333333333333,2.15151515151515,0.7,0.780305702527925,-0.11005291005291,-0.890358612580835,0.557882489819663,0.492702860478692,0.601019941759668,NA,NA,NA,NA,NA,"loprev","loprom","hiass","hiloc",1,-0.134085094366356,-1.41375823569655,-0.033060300158641,0.876386058973386,1
