"","StartDate","EndDate","Progress","Durationinseconds","Finished","ResponseId","UserLanguage","accept","rmq_1","rmq_2","rmq_3","rmq_4","rmq_5","rmq_6","rmq_7","rmq_8","rmq_9","rmq_10","rmq_11","rmq_12","rmq_13","rmq_14","rmq_15","rmq_16","rmq_17","rmq_18","rmq_19","rmq_20","rmq_21","rmq_22","rmq_23","rmq_24","rmq_25","rmq_26","rmq_27","rmq_28","rmq_29","rmq_30","rmq_timer_FirstClick","rmq_timer_LastClick","rmq_timer_PageSubmit","rmq_timer_ClickCount","rfq_1","rfq_2","rfq_3","rfq_4","rfq_5","rfq_6","rfq_7","rfq_8","rfq_9","rfq_10","rfq_11","rfq__timer_FirstClick","rfq__timer_LastClick","rfq__timer_PageSubmit","rfq__timer_ClickCount","digivest_accept","digivest_app_timer_FirstClick","digivest_app_timer_LastClick","digivest_app_timer_PageSubmit","digivest_app_timer_ClickCount","digivest_test_timer_FirstClick","digivest_test_timer_LastClick","digivest_test_timer_PageSubmit","digivest_test_timer_ClickCount","digivest_use_1","digivest_use_timer_FirstClick","digivest_use_timer_LastClick","digivest_use_timer_PageSubmit","digivest_use_timer_ClickCount","bit_ctr_1","bit_timer_FirstClick","bit_timer_LastClick","bit_timer_PageSubmit","bit_timer_ClickCount","bit_cfl_11","bit_timer_FirstClick1","bit_timer_LastClick1","bit_timer_PageSubmit1","bit_timer_ClickCount1","easy","clear","perfaffected","previnvested","missedout","regret","investearlier","happier","relieved","bit_perf_text","gender","gender_3_TEXT","age","language","language_3_TEXT","ethnicity","ethnicity_7_TEXT","location","location_2_TEXT","student","education","income","heard_test","told_test","condition","allo","allo_timer","allo_clicks","prev","prom","ass","loc","rfq_2r","rfq_4r","rfq_6r","rfq_8r","rfq_1r","rfq_9r","rfq_11r","rmq_2r","rmq_10r","rmq_27r","rmq_13r","rmq_24r","prev.var","prom.var","ass.var","loc.var","prevdom","prevdomc","premc","promc","amc","lmc","perfaffected.s","missedout.s","regret.s","investearlier.s","happier.s","relieved.s","hiloprev","hiloprom","hiloass","hiloloc","condD","premc.s","promc.s","allo.s","prevdomc.s","condE","countryCode","countryName","asn","isp","block","hostname","block12","block.d"
"80","2018-09-10 06:45:49","2018-09-10 06:52:29",100,399,"1","R_3KPm8lGTAsJJZWh","EN","1",4,3,2,4,5,2,2,3,4,4,5,1,4,2,4,3,2,2,4,5,3,2,2,2,5,2,3,3,2,1,"5.381","81.9","82.697","36",1,1,3,1,4,1,3,2,3,4,1,"6.301","42.048","43.004","13","1","0","0","11.855","0","13.535","13.601","15.093","2","30","24.9","24.9","25.775","1","","","","","","30","16.974","16.974","17.977","1",4,4,4,"0",2,1,2,2,1,"none","male","",23,"english","","asian","","100","","0","graddegree","$500K+","0","","CF Loss",30,17.977,1,4.6,3.83333333333333,3.33333333333333,3.5,5,5,5,4,5,3,5,4,3,4,3,5,0.3,0.966666666666667,1.6969696969697,1.18181818181818,0.766666666666666,0.846972369194591,1.28994708994709,0.442974720752499,-0.525450843513671,-0.840630472854641,0.601019941759668,-0.555514923199293,-1.1132306566906,-1.17297727724874,-0.659755144327207,-1.28449364167728,"hiprev","hiprom","loass","loloc",1,1.57163201954411,0.703378560975473,-0.605234974358462,0.951261504680899,1,"US","United States","701","UUNET",0,"108.56.142.120",0,0
"84","2018-09-10 06:45:57","2018-09-10 06:52:08",100,370,"1","R_3M5PJqE1NcNZ4xj","EN","1",5,4,6,5,5,2,5,5,3,4,4,1,3,5,4,5,4,3,4,3,5,3,1,1,4,1,3,5,5,3,"5.774","111.016","112.365","34",2,4,5,4,3,4,4,3,2,5,2,"1.931","59.752","62.412","36","1","16.284","16.457","19.973","2","16.89","17.102","19.24","2","30","5.461","15.308","16.713","5","50","14.26","25.559","26.252","7","","","","","",5,5,3,"1",NA,NA,NA,NA,NA,"none, thanks","male","",29,"english","","white","","73","","","bachelors","$250K-$500K","0","","Control",50,26.252,7,2.4,4.33333333333333,3.41666666666667,5,2,2,2,3,4,4,4,3,3,4,4,6,0.3,0.266666666666667,0.628787878787879,0.363636363636364,-1.93333333333333,-1.85302763080541,-0.91005291005291,0.942974720752498,-0.442117510180338,0.659369527145359,-0.457919955626414,NA,NA,NA,NA,NA,"loprev","hiprom","loass","hiloc",0,-1.10878058802948,1.49730485972748,-0.033060300158641,-2.08119404647338,-1,"US","United States","701","UUNET",0,"108.7.179.61",0,0
"86","2018-09-10 06:51:59","2018-09-10 06:56:36",100,277,"1","R_3KwJrecbOrkwieT","EN","1",5,1,4,6,6,5,5,4,5,1,5,1,5,4,6,6,1,1,5,6,4,4,1,3,5,1,1,5,5,5,"0.669","79.341","80.229","36",2,1,5,1,4,1,5,1,3,3,1,"2.546","22.345","23.602","13","1","0","0","20.723","0","0","0","7.951","0","30","6.339","6.339","7.273","1","","","","","","0","3.138","19.491","20.32","2",5,5,3,"0",1,1,1,1,1,"i would prefer to take the 1.00 as it is","male","",33,"english","","white","","12","","0","somecollege","$70K-$100K","0","","CF Loss",0,20.32,2,4.8,4.16666666666667,5.33333333333333,4.66666666666667,5,5,5,5,4,3,5,6,6,6,2,4,0.2,0.966666666666667,0.424242424242424,1.33333333333333,0.633333333333333,0.713639035861258,1.48994708994709,0.776308054085832,1.47454915648633,0.326036193812026,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"hiprev","hiprom","hiass","hiloc",1,1.8153058929599,1.23266276014348,-1.46349698565819,0.801510613265873,1,"US","United States","7018","ATT-INTERNET4",0,"12.110.248.226",0,0
"87","2018-09-10 06:45:44","2018-09-10 06:49:17",100,212,"1","R_2eUnnoizawEYjxj","EN","1",3,2,3,4,3,4,3,3,4,4,4,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,5,5,4,5,"3.697","22.246","23.624","59",3,3,2,2,2,3,4,3,3,2,3,"2.67","10.446","11.377","11","1","1.477","1.477","1.947","1","0","0","1.009","0","30","0.714","7.747","8.014","4","","","","","","47","1.852","2.538","4.591","2",3,3,3,"0",3,3,3,2,2,"","male","",23,"english","","white","","8","","0","somecollege","$10K-$20K","0","","CF Loss",47,4.591,2,3,2.83333333333333,3.75,3.58333333333333,3,4,3,3,3,3,3,5,3,2,4,3,0.5,0.566666666666667,0.75,0.446969696969697,0.166666666666667,0.246972369194591,-0.31005291005291,-0.557025279247501,-0.108784176847004,-0.757297139521307,-0.457919955626414,0.216269168573771,0.397433748463374,-0.385221319834458,-0.659755144327207,-0.547888283179883,"loprev","loprom","loass","loloc",1,-0.377758967782138,-0.884474036528547,-0.118886501288614,0.277382493313282,1,"US","United States","395500","WILSONCREEK",0,"12.156.143.6",0,0
"88","2018-09-10 06:45:07","2018-09-10 06:48:06",100,178,"1","R_1gLTqNjfCvgEHxg","EN","1",2,5,3,3,1,3,3,2,6,4,4,1,2,5,3,2,5,4,6,5,5,6,4,6,4,6,3,1,6,1,"0","0","34.101","0",4,3,2,3,3,1,3,5,3,5,2,"5.096","25.862","26.724","6","1","0","0","6.106","0","0","0","4.405","0","30","1.37","7.292","7.929","2","","","","","","10","3.657","4.713","7.533","2",5,4,2,"0",1,1,1,1,1,"","male","",30,"english","","white","","65","","0","graddegree","$250K-$500K","0","","CF Loss",10,7.533,2,3,3.16666666666667,3.83333333333333,2.91666666666667,3,3,5,1,2,3,4,2,3,4,5,1,2,1.36666666666667,2.6969696969697,2.99242424242424,-0.166666666666667,-0.0863609641387418,-0.31005291005291,-0.223691945914168,-0.0254508435136707,-1.42396380618797,-1.5168598530125,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"loprev","loprom","loass","loloc",1,-0.377758967782138,-0.355189837360541,-1.17740964855828,-0.0969947352242825,1,"US","United States","2386","INS-AS",0,"12.43.88.120",0,0
"89","2018-09-10 06:46:16","2018-09-10 06:56:03",100,586,"1","R_3I3n67buM5i8OYz","EN","1",5,1,4,6,5,1,4,4,3,6,4,1,4,5,2,4,1,1,2,1,4,3,3,2,3,1,2,4,3,2,"4.473","109.28","110.15","40",2,1,4,2,5,1,4,2,2,4,2,"7.747","51.474","52.35","11","1","0","0","21.671","0","0","0","151.867","0","30","12.137","12.137","13.208","1","","","","","","100","11.035","11.035","11.878","1",5,5,3,"0",5,5,5,5,3,"","female","",33,"english","","white","","93","","1","graddegree","$70K-$100K","0","","CF Loss",100,11.878,1,4.6,4,2.83333333333333,4.16666666666667,5,4,5,4,4,4,4,6,1,5,3,5,0.3,0,2.6969696969697,0.878787878787879,0.6,0.680305702527924,1.28994708994709,0.609641387419165,-1.02545084351367,-0.173963806187974,-0.457919955626414,1.7598373521199,1.90809815361735,1.19029059499411,1.55702214061221,0.188717075317515,"hiprev","hiprom","loass","loloc",1,1.57163201954411,0.968020660559476,1.39737638534091,0.764072890412116,1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"128.92.64.18",0,0
"90","2018-09-10 06:46:47","2018-09-10 06:55:31",100,523,"1","R_2uybGJVPLHi3038","EN","1",6,2,4,6,6,4,3,6,5,5,5,1,2,3,6,6,3,3,4,6,5,2,3,3,6,1,2,6,6,2,"14.906","122.063","123.809","32",4,1,5,5,5,5,4,1,3,4,1,"4.387","45.783","47.947","11","1","0","0","20.892","0","0","0","10.225","0","30","19.986","19.986","21.153","1","","","","","","100","17.566","17.566","18.482","1",5,5,3,"0",3,3,4,4,1,"This is a very interesting survey. I invested the whole dollar because it's ""found money"" rather than earnings. I think my investment would be 50% if I was using my own money earned ten cents at a time. Thank you for the work!","female","",57,"english","","white","","101","","1","bachelors","$20K-$40K","0","","CF Loss",100,18.482,1,3.4,3.83333333333333,4.08333333333333,5.5,5,1,1,5,2,3,5,5,2,5,5,4,4.8,1.36666666666667,2.26515151515152,0.636363636363636,-0.433333333333334,-0.353027630805409,0.0899470899470898,0.442974720752499,0.224549156486329,1.15936952714536,-0.457919955626414,0.216269168573771,0.397433748463374,0.402534637579827,0.818096378965737,-1.28449364167728,"hiprev","hiprom","hiass","hiloc",1,0.109588779049425,0.703378560975473,1.39737638534091,-0.396496518054335,1,"US","United States","14677","CLICK-NETWORK",0,"131.191.112.69",0,0
"91","2018-09-10 06:46:57","2018-09-10 06:49:03",100,126,"1","R_3NIp3cUTYfwzVYO","EN","1",5,4,4,5,4,3,4,4,5,4,3,3,4,3,5,4,5,5,3,4,3,3,4,5,5,5,4,3,4,4,"1.366","15.29","15.724","32",3,4,2,3,2,3,2,3,2,2,3,"0.914","13.548","14.136","12","1","0","0","1.578","0","1.071","1.071","4.14","1","30","3.968","12.694","13.479","5","0","2.81","3.314","4.293","2","","","","","",5,5,3,"0",1,1,1,1,1,"","male","",22,"english","","black","","3","","1","associates","$40K-$70K","0","","Control",0,4.293,2,2.6,2.66666666666667,3.58333333333333,3.83333333333333,2,3,3,3,3,4,3,3,3,3,3,2,0.3,0.666666666666667,0.628787878787879,0.878787878787879,-0.0666666666666664,0.0136390358612583,-0.71005291005291,-0.723691945914168,-0.275450843513671,-0.507297139521307,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"loprev","loprom","loass","loloc",0,-0.865106714613701,-1.14911613611255,-1.46349698565819,0.015318433336987,-1,"US","United States","6112","AUBURN",0,"131.204.254.84",0,0
"92","2018-09-10 06:47:08","2018-09-10 06:58:04",100,656,"1","R_2BaNT4ecfJ1ZHKv","EN","1",3,2,1,5,4,3,6,3,4,2,6,1,3,1,6,6,1,3,6,6,4,6,1,4,4,1,1,3,1,4,"8.023","161.459","163.3","31",2,2,4,3,4,2,2,4,2,2,4,"18.017","83.765","86.351","12","1","0","0","34.844","0","0","0","16.665","0","30","40.857","44.263","46.256","2","","","","","","90","32","36.319","41.369","2",2,5,4,"0",3,3,4,4,3,"","female","",40,"english","","white","","74","","0","associates","$20K-$40K","0","","CF Loss",90,41.369,2,3.4,3,5.25,3.41666666666667,4,3,4,2,4,4,2,5,5,6,4,3,0.8,1.2,1.11363636363636,2.08333333333333,0.4,0.480305702527925,0.0899470899470898,-0.390358612580835,1.391215823153,-0.923963806187974,0.601019941759668,0.216269168573771,0.397433748463374,0.402534637579827,0.818096378965737,0.188717075317515,"hiprev","loprom","hiass","loloc",1,0.109588779049425,-0.619831936944544,1.111289048241,0.539446553289578,1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"131.93.128.188",0,0
"93","2018-09-10 06:55:33","2018-09-10 07:03:16",100,463,"1","R_3CNj7eEtJZ64V0Z","EN","1",5,2,4,4,5,3,2,4,3,4,3,1,3,3,4,4,3,3,4,3,3,2,2,2,3,2,2,5,4,4,"5.901","113.924","115.301","33",3,3,4,2,4,2,4,3,2,4,2,"8.345","44.082","45.254","21","1","5.672","30.805","32.573","2","3.153","3.153","9.819","1","30","3.613","28.833","30.219","3","","","","","","100","11.815","19.553","21.11","2",5,4,4,"1",NA,NA,NA,NA,NA,"Thank you for the chance to contribute!","male","",48,"english","","white","","103","","0","associates","$100K-$250K","0","","CF Loss",100,21.11,2,3.6,3.83333333333333,3.41666666666667,4.16666666666667,3,4,4,3,3,4,4,5,3,5,4,5,0.3,0.166666666666667,0.992424242424242,0.515151515151515,-0.233333333333333,-0.153027630805409,0.28994708994709,0.442974720752499,-0.442117510180338,-0.173963806187974,0.601019941759668,NA,NA,NA,NA,NA,"hiprev","hiprom","loass","loloc",1,0.353262652465207,0.703378560975473,1.39737638534091,-0.171870180931796,1,"US","United States","20115","CHARTER-NET-HKY-NC",0,"131.93.91.79",0,0
"94","2018-09-10 06:51:24","2018-09-10 07:05:33",100,848,"1","R_2S3rQrEtl1MvknV","EN","1",4,3,2,4,3,2,3,3,4,5,3,2,3,2,4,4,4,4,4,5,3,2,4,5,4,2,4,5,3,4,"17.704","320.642","321.803","32",2,2,3,2,4,2,4,2,3,4,3,"37.229","107.581","108.1","13","1","0","0","15.932","0","0","0","14.028","0","30","7.794","7.794","10.203","1","20","44.163","44.163","44.983","1","","","","","",4,5,3,"1",NA,NA,NA,NA,NA,"","male","",31,"english","","white","","73","","0","graddegree","$250K-$500K","0","","Control",20,44.983,1,4,3.5,3.33333333333333,3.41666666666667,4,4,4,4,4,3,3,4,2,3,4,2,0,0.3,0.96969696969697,0.810606060606061,0.5,0.580305702527925,0.68994708994709,0.109641387419165,-0.525450843513671,-0.923963806187974,-0.457919955626414,NA,NA,NA,NA,NA,"hiprev","hiprom","loass","loloc",0,0.84061039929677,0.174094361807466,-0.891322311458372,0.651759721850847,-1,"US","United States","40127","LMANET",0,"134.174.110.22",0,0
"95","2018-09-10 06:46:20","2018-09-10 06:52:13",100,352,"1","R_9vQd2uUO6rM75mh","EN","1",5,3,4,5,5,4,4,5,2,4,5,1,4,4,4,5,5,4,4,3,3,3,4,3,5,3,4,5,4,5,"3.434","94.969","96.211","33",1,2,4,2,4,2,5,2,1,5,2,"4.735","67.641","68.873","11","1","0","0","14.146","0","0","0","7.985","0","30","11.255","22.693","24.933","3","50","9.653","11.592","14.054","2","","","","","",5,5,3,"1",NA,NA,NA,NA,NA,"","male","",24,"english","","white","","100","","1","graddegree","$10K-$20K","0","","Control",50,14.054,2,4,4.66666666666667,3.66666666666667,4.41666666666667,4,4,4,4,5,5,4,4,3,3,3,4,0,0.266666666666667,0.787878787878788,0.628787878787879,-0.666666666666667,-0.586360964138742,0.68994708994709,1.27630805408583,-0.192117510180338,0.0760361938120262,-0.457919955626414,NA,NA,NA,NA,NA,"hiprev","hiprom","loass","loloc",0,0.84061039929677,2.02658905889549,-0.033060300158641,-0.65856057803063,-1,"US","United States","13783","RADFORD-UNIV-AS",0,"137.45.236.136",0,0
"103","2018-09-10 06:45:28","2018-09-10 06:53:32",100,484,"1","R_2S6yplOXSExFsUR","EN","1",4,3,3,6,5,1,4,5,1,1,4,1,1,1,1,1,1,1,1,1,5,1,1,4,4,2,1,5,5,2,"5.599","152.973","157.696","31",5,3,3,3,5,3,3,3,5,1,1,"5.001","64.981","66.257","13","1","9.773","10.246","11.965","2","0","0","4.71","0","30","17.17","18.378","23.728","2","","","","","","30","23.345","25.897","29.8","2",1,5,4,"0",2,2,4,3,3,"Should show more graphs as well.","female","",40,"english","","white","","3","","0","somecollege","$40K-$70K","0","","CF Loss",30,29.8,2,3.4,2.33333333333333,2.66666666666667,4.33333333333333,3,3,3,3,1,1,5,4,6,6,6,3,0.8,2.66666666666667,4.06060606060606,2.06060606060606,1.06666666666667,1.14697236919459,0.0899470899470898,-1.0570252792475,-1.19211751018034,-0.00729713952130773,0.601019941759668,-0.555514923199293,-0.357898454113614,0.402534637579827,0.0791706173192649,0.188717075317515,"hiprev","loprom","loass","loloc",1,0.109588779049425,-1.67840033528056,-0.605234974358462,1.28820101036471,1,"US","United States","396052","NEAC",0,"139.60.135.141",0,0
"104","2018-09-10 07:23:33","2018-09-10 07:30:08",100,394,"1","R_1LpxTEm4ocLIFty","EN","1",5,4,2,5,4,2,2,3,4,2,3,1,6,3,4,3,5,3,4,4,3,4,5,5,5,3,4,5,3,5,"6.218","60.154","61.952","32",3,1,3,2,4,2,3,2,2,4,3,"3.419","30.939","31.819","12","1","0","0","10.369","0","0","0","13.527","0","30","7.886","12.374","13.094","2","100","75.373","75.373","76.004","1","","","","","",5,5,4,"0",4,4,5,5,5,"","male","",32,"english","","white","","74","","0","bachelors","$70K-$100K","0","","Control",100,76.004,1,4.2,3.33333333333333,3.58333333333333,3.41666666666667,5,4,4,4,3,4,3,3,5,3,1,2,0.2,0.266666666666667,0.992424242424242,1.90151515151515,0.866666666666667,0.946972369194591,0.88994708994709,-0.0570252792475014,-0.275450843513671,-0.923963806187974,0.601019941759668,0.988053260346834,1.15276595104036,1.19029059499411,1.55702214061221,1.66192779231231,"hiprev","loprom","loass","loloc",0,1.08428427271255,-0.0905477377765371,1.39737638534091,1.06357467324217,-1,"US","United States","36375","UMICH-AS-5",0,"141.214.17.242",0,0
"110","2018-09-10 06:45:43","2018-09-10 06:51:44",100,361,"1","R_U9DD7XGVupWqki5","EN","1",5,3,3,5,3,3,3,4,3,5,4,2,4,2,5,4,4,3,4,3,5,4,4,5,4,3,3,4,3,3,"4.018","89.361","90.748","30",3,3,4,4,4,3,3,2,4,4,2,"6.197","44.215","46.361","11","1","0","0","29.384","0","0","0","14.295","0","30","15.236","22.106","25.419","3","0","13.738","13.738","14.872","1","","","","","",5,4,3,"0",1,1,1,1,1,"I am not an investor like that  by inclination.","","",NA,"","","multi","","","","",NA,NA,"","","Control",0,14.872,1,3.2,3.33333333333333,3.5,3.75,3,2,3,4,3,2,4,4,2,4,3,2,0.7,0.666666666666667,0.636363636363636,0.931818181818182,-0.133333333333333,-0.0530276308054086,-0.11005291005291,-0.0570252792475014,-0.358784176847004,-0.590630472854641,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.96073323466303,-1.39868090597368,-1.28449364167728,"loprev","loprom","loass","loloc",0,-0.134085094366356,-0.0905477377765371,-1.46349698565819,-0.0595570123705262,-1,"US","United States","16657","FIBERTECH-NETWORKS-AS-ROC-NY-US",0,"151.181.80.2",0,0
"111","2018-09-10 06:45:46","2018-09-10 06:50:39",100,292,"1","R_2Pj4386Wd4e0SQ6","EN","1",4,2,1,4,4,3,3,3,5,3,5,1,3,3,5,4,3,2,5,4,3,4,3,5,5,2,2,4,3,4,"2.212","65.754","66.135","42",3,2,3,2,4,2,3,2,3,3,2,"1.811","33.482","34.82","18","1","4.118","19.856","20.339","17","2.387","7.71","10.552","8","30","3.717","10.501","11.288","3","","","","","","0","10.088","10.088","10.904","1",4,5,3,"0",2,1,2,1,1,"","female","",28,"english","","white","","90","","1","graddegree","$70K-$100K","0","","CF Loss",0,10.904,1,4,3.16666666666667,4.33333333333333,3.41666666666667,4,4,4,4,3,3,4,5,4,5,4,2,0,0.166666666666667,0.606060606060606,1.17424242424242,0.833333333333333,0.913639035861258,0.68994708994709,-0.223691945914168,0.474549156486329,-0.923963806187974,-0.457919955626414,-0.555514923199293,-1.1132306566906,-1.17297727724874,-1.39868090597368,-1.28449364167728,"hiprev","loprom","hiass","loloc",1,0.84061039929677,-0.355189837360541,-1.46349698565819,1.02613695038841,1,"US","United States","6569","NATIONWIDEASN",0,"155.188.123.24",0,0
"112","2018-09-10 06:44:57","2018-09-10 06:48:09",100,191,"1","R_2CHQRKOnCFFoKXO","EN","1",5,1,3,4,3,5,3,5,5,2,4,4,3,5,3,4,2,2,2,5,4,3,4,2,3,3,2,5,5,2,"2.487","63.703","64.682","35",3,2,4,3,3,2,3,2,2,3,3,"3.977","26.232","27.659","11","1","0","0","2.46","0","0","0","2.202","0","30","7.438","17.863","18.862","6","8","5.989","5.989","7.123","1","","","","","",4,3,3,"0",2,2,3,2,3,"","female","",27,"english","","white","","8","","0","graddegree","$250K-$500K","0","","Control",8,7.123,1,3.6,3.33333333333333,4,4.16666666666667,4,3,4,4,3,4,3,6,5,5,4,5,0.3,0.266666666666667,1.81818181818182,0.696969696969697,0.266666666666667,0.346972369194591,0.28994708994709,-0.0570252792475014,0.141215823152996,-0.173963806187974,-0.457919955626414,-0.555514923199293,-0.357898454113614,-0.385221319834458,-0.659755144327207,0.188717075317515,"hiprev","loprom","hiass","loloc",0,0.353262652465207,-0.0905477377765371,-1.23462711597826,0.389695661874552,-1,"US","United States","46375","AS-SONICTELECOM",0,"157.131.223.7",0,0
"114","2018-09-10 06:45:33","2018-09-10 06:57:25",100,712,"1","R_3DeeXmPlM7WiEFP","EN","1",5,3,4,5,5,2,3,5,1,5,3,1,5,3,1,5,2,3,4,2,1,1,2,2,4,2,3,5,5,1,"393.918","495.818","496.38","77",1,5,5,3,3,3,5,3,1,5,1,"3.032","43.148","43.874","49","1","2.781","9.415","12.971","6","1.732","5.486","6.763","3","30","1.999","7.87","9.2","7","","","","","","25","1.286","14.634","16.307","11",5,5,3,"0",1,1,2,1,1,"","female","",34,"english","","white","","7","","0","somecollege","$70K-$100K","0","","CF Loss",25,16.307,11,2.6,5,2.33333333333333,4.25,1,3,3,3,5,5,5,4,2,4,2,5,0.8,0,1.51515151515152,1.84090909090909,-2.4,-2.31969429747208,-0.71005291005291,1.60964138741917,-1.52545084351367,-0.0906304728546408,-0.457919955626414,-1.32729901497236,-1.1132306566906,-1.17297727724874,-1.39868090597368,-1.28449364167728,"loprev","hiprom","loass","loloc",1,-0.865106714613701,2.5558732580635,-0.748278642908417,-2.60532216642597,1,"US","United States","209","CENTURYLINK-US-LEGACY-QWEST",0,"162.104.118.115",0,0
"115","2018-09-10 06:45:30","2018-09-10 06:52:06",100,396,"1","R_2Wu0MsMiou3dkp2","EN","1",5,3,5,6,6,2,2,5,1,5,2,1,2,3,1,5,4,2,4,1,5,1,1,1,4,2,4,5,5,1,"4.691","96.284","97.048","71",1,3,5,3,3,3,5,2,1,5,1,"5.767","51.204","51.9","45","1","1.589","10.416","12.608","6","1.896","10.229","13.157","3","30","2.335","20.571","21.585","12","20","1.35","8.719","14.745","10","","","","","",5,5,3,"0",1,1,3,1,1,"","male","",44,"english","","white","","7","","0","somecollege","$70K-$100K","0","","Control",20,14.745,10,3.2,5,2,5.16666666666667,3,3,3,4,5,5,5,4,2,3,5,6,0.2,0,1.27272727272727,0.333333333333333,-1.8,-1.71969429747208,-0.11005291005291,1.60964138741917,-1.858784176847,0.826036193812026,-0.457919955626414,-1.32729901497236,-1.1132306566906,-0.385221319834458,-1.39868090597368,-1.28449364167728,"loprev","hiprom","loass","hiloc",0,-0.134085094366356,2.5558732580635,-0.891322311458372,-1.93144315505835,-1,"US","United States","209","CENTURYLINK-US-LEGACY-QWEST",0,"162.104.118.115",0,0
"116","2018-09-10 07:10:12","2018-09-10 07:14:20",100,247,"1","R_3I4s7tA9ii7cwPh","EN","1",3,3,5,3,3,5,3,1,3,3,4,6,4,6,1,3,1,5,4,2,1,5,6,1,6,6,4,6,6,3,"20.637","22.653","93.624","2",3,3,1,2,5,3,4,2,5,2,2,"7.72","19.83","21.605","6","1","2.504","2.504","3.835","1","11.56","13.176","14.476","2","30","2.472","12.339","12.904","5","13","3.244","3.244","3.835","1","","","","","",4,1,3,"0",4,4,5,2,4,"thanks!","","",42,"english","","white","","","","0","graddegree","$100K-$250K","0","","Control",13,3.835,1,3.8,2.5,3.41666666666667,3.83333333333333,3,4,3,4,3,1,4,4,4,3,3,6,0.7,1.9,1.35606060606061,3.60606060606061,1.3,1.38030570252792,0.48994708994709,-0.890358612580835,-0.442117510180338,-0.507297139521307,-0.457919955626414,0.988053260346834,1.15276595104036,1.19029059499411,-0.659755144327207,0.925322433814912,"hiprev","loprom","loass","loloc",0,0.596936525880988,-1.41375823569655,-1.09158344742831,1.550265070341,-1,"US","United States","7018","ATT-INTERNET4",0,"162.200.128.164",0,0
"117","2018-09-10 06:56:07","2018-09-10 07:01:12",100,305,"1","R_1q9sb6pVhQKOsHM","EN","1",4,3,4,6,5,4,1,5,6,5,4,1,1,5,3,5,4,2,5,6,5,2,2,5,6,2,3,5,5,6,"4.213","76.83","78.005","30",3,4,5,4,3,3,3,2,2,4,4,"4.545","36.766","38.182","11","1","0","0","14.154","0","0","0","11.535","0","30","12.834","12.834","14.678","1","","","","","","0","12.622","12.622","14.179","1",5,5,3,"0",1,1,3,1,1,"","female","",33,"english","","black","","96","","0","bachelors","$250K-$500K","0","","CF Loss",0,14.179,1,2.8,3.5,3.91666666666667,4.83333333333333,2,2,3,4,3,4,2,4,2,4,6,2,0.7,1.1,2.81060606060606,1.24242424242424,-0.7,-0.619694297472075,-0.51005291005291,0.109641387419165,0.0578824898196624,0.492702860478692,-0.457919955626414,-1.32729901497236,-1.1132306566906,-0.385221319834458,-1.39868090597368,-1.28449364167728,"loprev","hiprom","loass","hiloc",1,-0.621432841197919,0.174094361807466,-1.46349698565819,-0.695998300884387,1,"US","United States","7018","ATT-INTERNET4",0,"162.200.74.157",0,0
"119","2018-09-10 06:45:59","2018-09-10 06:55:37",100,578,"1","R_2rSoS9VlMst6qaK","EN","1",5,3,4,5,5,5,3,4,4,2,3,2,2,5,4,4,4,3,3,5,4,5,4,2,4,2,2,4,4,4,"6.468","119.483","121.141","32",2,3,4,3,5,3,4,3,4,3,2,"4.579","96.789","98.681","14","1","0","0","10.285","0","0","0","10.171","0","30","9.53","9.53","10.487","1","","","","","","50","13.547","13.547","15.503","1",5,5,3,"0",1,1,3,3,2,"Thanks! I had no idea Bitcoin was still going as strong as it is.","female","",34,"english","","white","","95","","0","associates",NA,"0","","CF Loss",50,15.503,1,3.4,3.5,4.16666666666667,4.41666666666667,3,3,3,3,4,2,4,4,5,5,5,5,0.8,0.7,0.696969696969697,0.265151515151515,-0.1,-0.0196942974720753,0.0899470899470898,0.109641387419165,0.307882489819663,0.0760361938120262,-0.457919955626414,-1.32729901497236,-1.1132306566906,-0.385221319834458,0.0791706173192649,-0.547888283179883,"hiprev","hiprom","hiass","loloc",1,0.109588779049425,0.174094361807466,-0.033060300158641,-0.0221192895167698,1,"US","United States","16433","NCTC-ISP",0,"162.251.221.196",0,0
